id	value
HawaiiPeople	5
Happyheart411	5
HambySr	5
GurrdyGirl	5
GonzaloWolfred	5
GoAmericaTrump	5
GiordanSergio	5
GillettElaine	5
GeorgeAFuller	5
GayEqualGlobal	5
GammaRae206	5
FrankSmith2017	5
FranCastric1	5
FireZMissiles	5
Fedaykin1a	5
FarRockLori	5
FRO1958	5
EspeOppenheimer	5
Erosunique	5
EnglundBob	5
Endoracrat	5
EP_EEUU_24Horas	5
DtchNws	5
Drk24and7	5
Drewwyatt	5
DreamWanderer4	5
DrLindaShelton	5
Dovewoman1	5
Doughravme	5
DougDoodles	5
DorothySamel	5
DonaldTrumpCom	5
Don30949646	5
DieNachrichten	5
Dhottman1	5
DeplorableCath	5
Denamaguire	5
DebraJean43	5
DebHiers1	5
DealGenies	5
DavidWeingust	5
DavidPapp	5
DanielPCarroll2	5
DTeambanning	5
DGLL10	5
DBouzigard	5
CtBrokerRoks	5
CombatHeroes	5
CollectedN	5
CnBsNana	5
ClaudiaLMurphy4	5
ClaudiaDAquin	5
Cindybinmo	5
Cici0804	5
ChristinesHaven	5
ChloeAd35418085	5
ChipnNolna	5
ChicagoForGhost	5
CherriO_7	5
CherishedSolace	5
ChattyCarnation	5
CharlotteRawl12	5
CharlesS1952	5
Charlen92128804	5
ChareeThoftne	5
CarlaMoulton3	5
CTO1ChipNagel	5
CRStromante	5
CL2Empower	5
BurgyBernice	5
Bug121215	5
Budzmutti	5
Brookslei	5
Brooke888888	5
BroMark13	5
BrexitHeroUnite	5
Breakin47097635	5
BrandyLuvsTrump	5
BovarysComplnt	5
BossClaw	5
BombayFred	5
BillLonbeck	5
BigBreakNews	5
BiHunh1	5
BentleysQuest	5
BellmanKelly	5
Beemer518	5
BearmanShannon	5
Batt1eTuba	5
Barre40077094	5
BarbB0925	5
BOBSarmymom	5
BMLewis2	5
BFBoomhower	5
AzizalSaqr	5
Aviewfromafar17	5
AthenaDobie	5
AtTheRazorsEdge	5
AshburnAnne	5
Arthur59611540	5
Ariza_Deplo	5
ArianeBellamar	5
Anzers	5
AnotherRunner1	5
Anon_Eu	5
Annod40	5
Amplitude350Lee	5
Amaliada	5
AliceCoven	5
Ahurastan	5
ACTwithLainy	5
74f5c728e7d446d	5
7149_hst	5
63red	5
45isDSMClusterB	5
415Native4life	5
3lueDoggie	5
3lectric5heep	5
2shaester	5
2braptuedbyJC77	5
1964Alvaradosky	5
1549321s	5
100dayslove	5
zr1186	4
zobata51	4
zino54	4
yukonbuy	4
yojudenz	4
yirdaki	4
yheraluna	4
yceek	4
wtpbn	4
wtfdoicare33	4
work_trump	4
woitekj	4
wodelic	4
wingknut9	4
winegirl73	4
wildmaresnw_b	4
wernerkeil	4
watchlatestnews	4
watchjbourne	4
wasregan	4
washl003	4
wanttruth	4
waltb31	4
wakemein2020	4
vnuek	4
visualdecolonee	4
virgiliocorrado	4
vines_natasha	4
villagesflorida	4
vikingmom7	4
victorsoyyoypun	4
vgliatti	4
ulysses23	4
ucla_007	4
u_wanna_eh	4
tyrasquared	4
twoosheds	4
tweet4upatriots	4
tweeetttttweeet	4
tvogvo	4
turnoffMSMtoday	4
tryingalways	4
truthpiks	4
trump2016usa123	4
toolman413	4
tonyanytime247	4
todayamerican	4
toastedalmond22	4
tmmckinney777	4
tinytara310	4
tientamle	4
thereyouarelisa	4
therealLAVALLEE	4
theSopranoist	4
terri_georgia	4
tcarmistead	4
tara_johansson	4
tanyacontois	4
tankflynn	4
suzyq0517	4
susan_kay51	4
susan_giannini	4
sunnysingh_n6	4
sunilrohira	4
stronglyaware	4
stoopidboi	4
stillalady	4
stelliet	4
stefsstuff	4
steadijib	4
statesperson	4
starknightz	4
squzzle	4
sparkyNadine	4
sonicshrew	4
solmartpropert1	4
smokeyvera	4
smkay55	4
slwiede66	4
skyjones55	4
simplydoright	4
sidnknj	4
shirleymcbrinn	4
shilohwalker	4
sherylthebrown	4
sherrilee7	4
shelly27204	4
sheboperebop	4
sharonleestanle	4
sharlamonth	4
sharitari10	4
sguellati1	4
seymourbutz12	4
sevachina	4
serge_poznanski	4
semanadrea	4
scout1881	4
scott_wyman	4
scott_stalker2	4
scott_catharine	4
scott_boore	4
sbrentsimpson	4
savetheturtles2	4
sandyriccobono	4
sandbridgekid	4
sandboxvet1	4
samroza	4
saminhim	4
sage_road	4
sabrinamarxuach	4
s_hand3485	4
rsuds1310	4
rogerroger2147	4
rogblake1	4
rockynickydog	4
rocketmanxl1	4
robinsnewswire	4
robinlecronesco	4
robgo84	4
rle11	4
riotwomennn	4
richmagoo	4
richardcircle	4
resistance_alt	4
rescuetracker81	4
renmiri1	4
redqueenliz	4
redhardino	4
realslickster	4
realityfan96	4
rdfchris	4
rcrockett	4
raybeecc	4
rappahannockmag	4
rants_n_whatevs	4
rangertx08008	4
qracion	4
qkode	4
q45191949	4
purr10	4
purplereign423	4
purplephun	4
ptothed1	4
pszczepanski	4
princessmom122	4
pricklyeater	4
praysersjl	4
prairiewindspr	4
postofficetruth	4
ponytail122	4
polyestercarrot	4
politicangst	4
poisoned_lady	4
pmeadep	4
plish516	4
pjwilb	4
pinkngreen3	4
pickylilchit	4
phxprx	4
phoenixjay_	4
phenylalan	4
perkyflower	4
pender_rob	4
peggy_fruge	4
peeptoemama	4
peeche	4
peacegalaxy	4
paulrovira1	4
paulasculpt	4
parishatzi	4
paphotog	4
pamelava10	4
pal29b	4
pak38197	4
paddyba	4
owlbelief	4
otohp	4
otaconn87	4
oshekay2	4
oscartre	4
onerahinz	4
onedovealone	4
ofpeopl	4
nutjob	4
ntvnyr173	4
notladymary	4
nothing_exists	4
normanknights	4
nordicflows	4
noralove	4
noraconnor89	4
nooneishere51	4
nokemono_friend	4
nodeceit1	4
nmomminator	4
newsly	4
newslarts	4
news_politic_w	4
news_liveworld	4
nestedlog	4
need4trth	4
naynayfig	4
nasty_woman2	4
nancy73gg	4
nanaziegler	4
mydoggyruss	4
mydailyjob	4
mvwinall	4
mundoLatino5	4
mt4850	4
mstuart104	4
morang699	4
monybaloney	4
mommags2579	4
mojagebot	4
mllemaster_ml	4
mlcreader	4
mjohnso27	4
mjcrazyblonde	4
mimimayes9	4
milt_pat	4
miller_gwen	4
mikesakel	4
mike_manke	4
mike1aaa	4
michellet0624	4
michelangelo153	4
michaelsen_erik	4
mich_83x	4
mibonnell	4
miak671	4
mhutchings52	4
mhai56	4
mhaeberli	4
mglessman	4
mfore0142	4
meyers000111	4
merrill2n	4
meowbookz	4
menares1945	4
mellieruth54	4
meknowhu	4
meganmckenzie94	4
meg_gruber	4
mdd0027	4
mcspocky	4
mcristirpc	4
mcmurray_sandra	4
mcleodj837	4
matrixexposer	4
masspolitica	4
mass_mont	4
masg66	4
marymjoneil	4
marycaddell	4
marvswife	4
marketstocknews	4
marjies1949	4
mariefisher562	4
mariclaire81	4
maria22616896	4
margiewaynee	4
margab18	4
mannyj8	4
mannreagan	4
maniaci_ej	4
mangobeach	4
mame6432	4
makeupsue	4
maike_spraul	4
maggiecas	4
luvauntyruth	4
ltWasRed	4
lsfarmer311	4
lseefeldt3	4
lrmorellana	4
loverkh1	4
lovepeoplejo	4
lovealaska1105	4
lotsofuss	4
lonegamer78	4
llyoung28	4
liszewsk	4
lisannes56	4
lisanke	4
lindasmith365	4
lindadoherty4	4
lifeisgreatinpc	4
lidia09	4
libird24	4
liberitarian	4
liberalandold	4
liamstack	4
legal_imm	4
lbljm1	4
lbcsftypin	4
lawdawgseven	4
lavoz_latino	4
lauradigges	4
lasramisteriosa	4
landolfi	4
lalauraru777	4
lalalod	4
lady444	4
kysgabbygirl	4
kuriouskit	4
ktd101551	4
knittingknots	4
kittykittycartm	4
kingtynk	4
kim_zep	4
killercantseeit	4
kessmom22	4
kentpg	4
kddkevin572	4
kchernecky	4
kbbilly	4
kattracy	4
kather58	4
kasinca	4
karmasenz	4
karenworley01	4
karenlynnn	4
karenbr01503349	4
kapilt41	4
kalikat68	4
jww372	4
jweedston	4
jwb_wen	4
jruha	4
joyceblake	4
joslynn070583	4
johnnyreb1864	4
johnann	4
joeyd541	4
joej2020usa	4
joefrancis	4
jo_kasprzak	4
jlouiseErle	4
jlizza1	4
jjj321	4
jjingob2535	4
jj_greyspot01	4
jhorn0869	4
jfyfe	4
jenny_weyler	4
jenniferword	4
jenclark95624	4
jellokitty5	4
jekemia21	4
jeforse	4
jeffgoldesq	4
jedbettman	4
jdkup	4
jdirtFOREVER	4
jcmarbury	4
janmj55	4
janasee_jane	4
jamesmpope	4
jamesgreid	4
jackio29	4
itsFranco	4
informacion_ve	4
indiblue4	4
imcosta1	4
ilymalabella	4
illinoismudcat	4
ikassemdallas	4
igggie1	4
iaminthemoody	4
iVote_Trump	4
humansthathelp	4
hrhippie	4
hrexach	4
hopeuno	4
honnenogod	4
hi_pah	4
hess_92	4
heidithemusical	4
harbin_pauli	4
gwennethho22y41	4
groworx	4
grouperpro	4
greeneyes11	4
granny_st	4
granmary7235	4
grammieo	4
goprapebuster	4
gobet34	4
gnuman1979	4
globaldancer38	4
glenmary	4
gjlos24	4
giraffemama100	4
ginareyna	4
geoffliving	4
geekgeek51	4
gearmeister	4
gcommking	4
ganodonaltrump	4
galaxyfloater9	4
g_tarr2	4
freedomforthwin	4
frank_oldaker	4
franceschinian2	4
fraiderliston	4
fox_gretchen	4
fosikat	4
foreverfire123	4
finantus	4
feliciano2767	4
feelib	4
fdh929	4
fash10	4
faobobindc	4
fancynancysays	4
falazar	4
fajalecool	4
fairymoon4	4
fairNtrue	4
ezzomo	4
expatina	4
ewbarnard	4
everiting	4
ev3ponies	4
esadtrump	4
erockd33	4
emilialuxa	4
ellen_spins	4
elaine_shea	4
ekdeplorable	4
ecclesias	4
earlworthington	4
dwboden	4
dwaynecobb	4
dsjr28	4
dredeyedick	4
draintheswamp55	4
draindswamp	4
dragononground	4
draco333999	4
dpt7401	4
dphishin	4
dperry913	4
doug69	4
docsaico	4
doclynn	4
docdhj	4
dnmbella	4
dmwal1958	4
dm_cgo	4
dlbforbama	4
diyahnih	4
dieb1948	4
dezi41	4
dexter_zee	4
deplorablesoff	4
deplorablegirls	4
deplo_monroe	4
dejavousagain	4
debgagahiggan	4
dcmn8	4
dbble5	4
dayanahurtado	4
dawneherbst	4
davydovataigin3	4
davrwu	4
davidki21550273	4
datrumpnation1	4
dash_bandy	4
daryafightsback	4
darlenewise39	4
damonbethea1	4
dale_bernadette	4
cyferPtVila	4
curmudgeon216	4
cuppycoco	4
cunningham_cch	4
cudell59	4
ctl1946	4
coton_luver	4
corablue89	4
cominchi	4
coldwomaninmn	4
colbad2	4
colattesipper	4
cokiebird	4
cloudwanderer3	4
cloonfad1	4
cisppetta	4
cindyrburk	4
chrizzy100	4
childoflight51	4
chester55555555	4
cherrybaysb	4
cherishkimmee	4
charlotta615	4
charjoe2000	4
cfcpac	4
cervino_academy	4
ceciliaannh	4
cchoate7	4
cberrl	4
catpiasente	4
catikins9	4
cathyspartanj	4
catherinemario2	4
catfishgirl73	4
catawu	4
cassbyrne1345	4
caroltpsworld	4
carlavanzandt	4
cardcounterswin	4
carasoup	4
cantfixst2pid	4
camedwards68	4
cac_ac22	4
c4873_m	4
burberryant	4
bungalowwriter	4
bumpywoot	4
budb66	4
bubusmaw	4
bsygrrrl	4
bricks_woolard	4
breakingnews_no	4
bragingdragon02	4
bootsqueak	4
boogiefinger	4
blndvmpyr	4
bladelaww	4
bjorkianrice	4
bizzylady2	4
bitcoinnewyorks	4
bitchiegrrl	4
billymjones55	4
bigwill205	4
bherylann	4
bettyb00p00	4
bett1230	4
berserk_news	4
bellsan15	4
bellafiore4u	4
bchchzulia	4
bbdevices	4
bastiongray	4
barkmartin	4
badcatt3	4
b3mahon	4
atadayon	4
ashleyb8255	4
arachnea	4
apwriter	4
appraiser119	4
appiusforum	4
anzed	4
ant0n_n0vak	4
anniebearwolf	4
anik1968	4
android4G	4
amistadmommy_81	4
amesters1	4
alyssastew77	4
alllibertynews	4
alexthewebguy1	4
alaskawater	4
alabamamangreg	4
akaginacaputo	4
aefadul22	4
adtea	4
ad938bfbaa1849c	4
abirish	4
aandasgram	4
_greykat	4
_NaDene_	4
_Makada_	4
ZenZen2121	4
ZaibatsuNews	4
You_DeplorableG	4
Yoridoo	4
YoSammitySammy	4
YebraSal	4
Worldnews_top	4
World0Viral	4
WinterDaisy	4
WiccanMethusela	4
Whits1bone	4
WellsCharlene	4
WeirMB	4
WeNeededHillary	4
WeNeedCoolidge	4
WayneJ28791698	4
Way2gosassy	4
WHDNYC	4
VonFuzzyhead	4
VivaELTrump2016	4
VickyWillkan	4
VRANYwinston	4
VACI55	4
UsmanAnwar78	4
UpNorth62	4
UonGuard	4
USPressWorld	4
UPTOWNGIRL2008	4
TxYankee33	4
Twittystew	4
TuxcedoCat	4
TrumpvsScience	4
Trump_Force1	4
TrumpRising22	4
TrumpIsTheTrue	4
TrumpIsCrooked	4
TrumpATeam1	4
Trues244	4
TravelingUS	4
Tplusthree	4
Tpagrl7	4
TownHallCoffee	4
Toni_Malin	4
ToniSmithRosari	4
TokajHegalja	4
Tocacyy	4
TitusL108	4
TinaSackman1	4
Timcurr41013255	4
ThomasJ17762016	4
ThomasB00001	4
ThisIsALogin	4
ThenewUSpolicy1	4
ThemarinTrump	4
The_Trump_Fans	4
TheTruth24US	4
TheTeamTrump	4
TheSaleaholic	4
TheSaiLife	4
TheRascal2010	4
TheKnotziParty	4
TheDrMongoose	4
Teresainman007	4
TeamTrumpTeX	4
TaylorTf0035	4
TakeTime2B	4
THUTO	4
TEXASDENNY	4
Sweldon1Dawn	4
Sweetwater1787	4
SuzanKBuckner	4
Suweetpea	4
SupremeCapital	4
SupporterDonald	4
Supertoaste	4
Supercross_Fans	4
SuezWillson	4
StuffiEnjoy	4
StormyVNV	4
StopTheDonald1	4
StewartACullen	4
SteveKarol	4
Stephe628	4
Stella_Basham	4
Steegst1Johanna	4
Stayguam	4
StarCoreOne02	4
Sssnowffflake	4
Sqwizzey	4
SpuytenDyvil	4
SparklyMarkley	4
Soapfangh50	4
SoCalEdgyGal	4
SnarkyFieds	4
SnappyBHS	4
Sir_Templar	4
SimmonsGmarlins	4
SilasDoGood4	4
Siddharthjrs	4
SiCk_DiAbLo	4
Shredgrey	4
SherryFLRealtor	4
SheronWilkie	4
Sheindie	4
Shakes320	4
Seirra75	4
SeedyRoads	4
Scrypt_Pathogen	4
SaultgirlDonna	4
SangyeH	4
SandyRansome	4
SandDollar04	4
SammyCl23155188	4
SalomonMed_	4
SabrinaTenney	4
STRATOFORTRESS9	4
SLadreda	4
SENATOR_Malta	4
SE25A	4
SCloudcroft	4
SArenschield	4
SACharmaine	4
Run_IsHere	4
Rteefact	4
RoseyDavis1	4
RoseValdes4	4
RogueSithKiller	4
Rogersm87451912	4
RockyinTX	4
Rocky1542	4
RocketNina66	4
RobinTryloff	4
RobertDeBrus1	4
RiggyQueen	4
Ricphyl	4
RichardCruzC	4
Ricball	4
RgolkeFreepoet4	4
RexDouglasStock	4
RespeckTheStar	4
Resistance459	4
ResistTilDeath	4
Reggiebub	4
RedloraineV	4
Redinskan	4
RebeccaFaussett	4
Reasonedhope	4
RealKyleMorris	4
RealChaseTx	4
RealArchStanton	4
Randell93651	4
RafaelMateoJr3	4
Rabbit2426	4
R_Wing_News	4
RWenthe	4
RMcNulty73	4
RGarczek	4
RGCleaningServ	4
REnsslin	4
RC_Mann	4
QuakerRabbi	4
PussyGrabPrez	4
Purplegarter1	4
PumaSF	4
ProphetPX	4
PromisesDay1	4
ProjXFiler	4
PrincessBibiRF_	4
PressTwoStart	4
PotusHighNews	4
PoliticalBee	4
PlumpyTrumpy	4
Plc1A2	4
Pkrbkrmary	4
Pie_SocialMedia	4
PhoenxLord	4
PhoenixWomanMN	4
Phillygirl1441	4
PennDragonArt	4
Patta47cake	4
Parkertweeter	4
PamelaCap1988	4
PadiHenderson	4
OurRevolution16	4
OurMrTrump	4
Orangeysky1978	4
OpalescentMoon	4
One_Degtyar	4
Olivelavender	4
OldSkull65	4
Oenomaus04	4
OccupyDemocrat1	4
ONEMODERNMADMAN	4
Nottinghams1	4
Notmy_grabber	4
NormanBuffong	4
Nopass43Gary	4
NoSurrender357	4
NoMorePolitical	4
Nikluk	4
NickFalacci	4
NickASAVet	4
NewsForUSA	4
NewsBoeing	4
NewsAboutLife	4
News365247live	4
News20K	4
NewForWorld	4
Neb_Neweol	4
NatriceR	4
NashPredator	4
NaplesResists	4
NanetteHB	4
NanatoJACES	4
NYlovesTrump	4
NJdoc	4
NConner62	4
NAVARRO_LIVRE	4
Myop1357	4
MybestgirlHolly	4
MuserMercy	4
MuseLotus	4
MsHilaryClinton	4
MrsProudie	4
MrsBMF1	4
MrMurder37	4
MousseauJim	4
MosesDidItBest	4
Moomer_	4
Monitor_sur	4
MonicaOP	4
Monalisazelf	4
MitziRuth72	4
Miketokar2	4
MickBlair54	4
MichelleDeplora	4
MichaelMick777	4
MessingSusan	4
MerryCrow	4
Merecedes19	4
Melancholalia	4
Melanbunny	4
Meemie24	4
MediaOmissions	4
MeatballMom2	4
MaxSchnauzer2	4
MatreMary	4
MastaOfMp3s	4
MaryO1414	4
MaryJan62216031	4
MaryAbrahams	4
Maroa03	4
MarkCox79050557	4
Marianne_1960	4
MarcoAn56507103	4
ManchuriaTrump1	4
MamieNickles	4
MamaTree79	4
MamaEarth25	4
MamaBearDone	4
Mama3Cubs	4
Mainie59	4
MagyarBear	4
MaggieWdowiak	4
MadePressATL	4
MPierce47	4
MKRIZSA50	4
MANTRAVADI123	4
LynIsbell	4
Lyn1350	4
Luwine2	4
LuvLuchia	4
LovesTheJust	4
Lovemydogsxo	4
Loretta68016489	4
LoisSmithers	4
LochTheScot	4
LnYpages	4
LittleRed623	4
Lindsaybkk	4
Lindamu93790975	4
LindaSuhler	4
LindaLeeWhite	4
LiberalLoner	4
LiberalJaxx	4
Lglwry	4
Leticia17922167	4
Leta_says	4
LeslieMarshall	4
LeslieM31688562	4
LesWarburton1	4
LeiAn29999759	4
Lehigh389	4
LeggioKaron	4
Lefky_Reb	4
LeePat8	4
Lauriel70912605	4
LaurieSherren	4
Larry_UMN	4
Ladyxxl	4
LadyMSunshine	4
LaMinang	4
LaChinch	4
LU_MJMcKellar	4
LUVLUVAmerica	4
LSkisquire	4
LSGLA	4
LDiamond39	4
KvFrazier	4
Kuribo4	4
Kschmidt67	4
Kromagnon69	4
KristinMHart	4
KnowYourLeaker	4
KleinGilb	4
KittyKittyKimmy	4
Kittens4milk	4
KimbyHuffy	4
KimWill007	4
KestnerJerri	4
KeoniGohan	4
Kelly4Trump	4
KayStine70	4
Kawney2	4
KathyVanKlavere	4
KathyNeeds	4
KathyNagelschmi	4
KatWroblewski	4
Kasuri420	4
KarenTr58210895	4
KarenFu53174201	4
KNP2BP	4
KAIJUKING23	4
JudithKofficial	4
JtTarrypattison	4
Josephagasper	4
JoseLuisHS_	4
JonJusth	4
JonJ_L	4
JonAndress1	4
JohnHil40198365	4
JohnHeide2	4
Joe_America1776	4
JoAnnBaldwin55	4
JimmyA_Shook1s	4
Jim_B60	4
JessKerr16	4
JerryBluhm	4
JennaLeeTV	4
JeffK_BanGMOs	4
JayJandk17	4
Jaxgma3235	4
JaneMarieGardn1	4
JamieNbsalien	4
JamesDoss50	4
JamesAWitomski	4
JalyIV	4
JaimerPunk94	4
JacquelineHine1	4
JackieHunt812	4
JackBrestel	4
JL02048628	4
JJl500	4
JINNMUTENNNOU	4
JEBHR	4
JABaloney	4
Isa4Trump	4
Irishgir70	4
IrfanSabrina	4
Insurgent_Storm	4
InformedThe	4
IndivisibleSoCo	4
IndPPolitics	4
Im_A_Dreamer9	4
Idocki1	4
HugeNetwork_EN	4
HuddlestonR	4
HowieSpeaks1	4
HowellMarketing	4
Houstonbabe	4
Houckadoodledoo	4
Holduphalf	4
HighRawMama	4
HighPlnsDrftr	4
HeyMonica1	4
Hemihead73	4
Hdex5ptrump	4
Hashtags_Trends	4
Hardcase726	4
HarbertVicki	4
HannahChapter1	4
Hannah3219	4
HaitiNewsNet	4
HRCisMyPOTUS	4
HHooversGhost	4
Guns4Trump	4
GuitarSunCat	4
Grandma_Shelia	4
Gr8SageEqlofHvn	4
Gmanknows2525	4
GlennMcmillan14	4
Glassbully	4
Girlpower1960	4
Ginlefebvre	4
GinaBest	4
Gigi2my3	4
GeriRuth	4
GeorgeMee	4
Gen_Ago	4
Geert_Akbar	4
GeeWhiz__	4
Garage_Floor	4
Gailforce820	4
GTYLER4591	4
GOPMongos	4
GDT0429	4
Free_Media_Hub	4
FreeStateYank	4
FredraKodama	4
FrankieRusso1	4
FrancisDrake0	4
FrancesRauer	4
FousFan	4
ForPlebs	4
FluffySays	4
FluffscruffJrs	4
FionaAdorno	4
Finkelmeister	4
FinancieraFP	4
FenneyJoseph	4
FashionHitList	4
FarrahFazal	4
FaganKara	4
FOXfra	4
FLMarEng	4
FIESTY70s	4
F3nws	4
Ez4u2say_Janis	4
ExposeMediaBias	4
EsmirnaRD	4
Ellafrida	4
Elizabe11056007	4
ElinHege	4
ElTrumpOmg	4
EduKzForte	4
Edmund_BT	4
EdSkipper	4
EcoNapkins	4
Eben746	4
ERMauldin	4
EP_Noticias_	4
EPBabyDaddy	4
DunnoAbout	4
DumDems	4
DukeOfVinings	4
Dragonsnestling	4
Dragonscales10	4
Dr_G_Enigma	4
DrSue19380	4
DrPhilKn0ws	4
DougDixon50	4
DoubleEagle49	4
DorothyKidd1	4
DontBeALeech	4
DonnaCastel	4
DonaldTrumpan	4
DonaldTrumpNewz	4
DonaldTrumpN3ws	4
DonaldT4Prez	4
Dolly0811	4
DoctorRobin	4
DocmskMarc	4
DianneSteiner	4
Diane_in_Tucson	4
DianeShamlin	4
DianaMarion4	4
DianaCialino	4
Dialectic4Dufi	4
DesireeJungian	4
DesireeDelOrbe	4
DesbraRon	4
DeporableA	4
Deplorable_josp	4
Deplorable_harp	4
Deplorable_Fons	4
DeplorableMaria	4
Deplorable69er	4
DeploraSuSa	4
DennisA_James	4
Demd1938	4
DemResistance	4
DemBFF	4
DellaCooper3	4
DebraTdmbg	4
DeborahOchoa07	4
DebHenzey	4
DawnaRickelz	4
DavidLance3	4
David52Stone	4
DaveDmart30959	4
DarLovesAmerica	4
DannyMx20	4
Danny4Trump	4
DanaRuxi123	4
DanaHickle	4
DanCas2	4
DaisySchnoodle	4
Dagny_Taggart78	4
DaTrumpenFuhrer	4
DPCconsultants	4
DMashak	4
DKPhope	4
DHayesstoker	4
DDataX	4
DCLascelle	4
Cynthia_Jeanne3	4
CynicalVision50	4
CyndiRocks1	4
Cynapses	4
CudBlay	4
CrawfieMo	4
ConayH	4
CommonSense1212	4
Collette_AZ	4
Col_Connaughton	4
CocoThePatriot	4
CloudMarc	4
CindyStuart15	4
ChristinaZoo	4
Chris_1791	4
Chris11962	4
Chickiedumplin	4
Charli_V	4
CecilJustice	4
Caz_D_Vagabond	4
CathyMAGA	4
CastonChris	4
CaseyParksIt	4
CarterReed11	4
CarrieberryBzz	4
Carolyny1948	4
CarolynFogall	4
Carol_McIntosh	4
CarmineZozzora	4
CarlosG1914	4
CarlMatsx2	4
CariONeil3	4
CameronLloyd02	4
CalvinSquires	4
CaitStocker	4
CTrentham88	4
CThreeFilm	4
CSCteacher	4
CImsure	4
CHOCLABLOVER	4
CENTweeters	4
BytorNSnowdog	4
Buzzworksmedia	4
Bryan700	4
Broadcastwins	4
BritWales	4
BrianHearn4	4
BrianGr72327841	4
Brainyack524	4
BooBooBearGreen	4
Bonnienettles1	4
Bomchikybombom	4
Bjd1970	4
BinderFaith1	4
BilzBangnBimbos	4
BillyBert13	4
BillMendocino	4
BigMacky_yo	4
BigDataAlex	4
Beverly21811568	4
Bernie4Revo	4
Becke_Davidson	4
Bearinamsterdam	4
Beaderino1	4
BeachPeanuts	4
BarbaraZaccai	4
BarbaraDarlin	4
BairdBev	4
Bad_Woof	4
BadASSSery	4
Backstorymom1	4
BUSHADEMOCRAT	4
BGHeaven	4
AwakenOne16	4
AttilioArmeni	4
Astwisa	4
Askretzmer	4
Arts4life6790	4
ArknSpreadThin	4
ArethadKitson	4
Arauz2012	4
AppsJai	4
AppSame	4
AntifaPleb	4
AnthonyBourque	4
AnonimusCR	4
AnnieSpiczak	4
AnitaBl89545830	4
AnilNS425	4
AndrewWiggin502	4
AmyAtwood2	4
AmrcnGngstr1776	4
AmericanRN1027	4
AlwaystrumpOrg	4
Alt_Right_	4
AlisaJass	4
AliBoxingFan	4
AdrianaStuijt	4
AdedapoLinda	4
Ace__of__Hearts	4
AbbyMartinM	4
Aargh4Shelly	4
ATBigfoot91	4
ASMOKEE1	4
9975Ts	4
848d47b1dbf44e2	4
7bugglettes	4
777Francejacque	4
67dfm	4
5KidsAreMine	4
531_jeanne	4
509ShawnG	4
4ourCountry	4
4WilliamLewis	4
247realnews	4
2017_itstime	4
2016DTS	4
2013_carole	4
1stSvelteCelt	4
1proudamcitizen	4
100Left	4
